,index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Deposit,Predict Proba
393,7130,34,management,married,professional.course,no,no,no,telephone,may,thu,484,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.20869246603837738
394,28426,47,technician,divorced,professional.course,no,no,no,cellular,apr,thu,337,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,0.6254981131937735
395,23290,53,admin.,married,basic.4y,no,yes,no,cellular,aug,wed,23,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.2658592094766523
396,27201,52,retired,married,university.degree,no,no,no,cellular,nov,fri,51,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.31526392386048163
397,7299,51,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,thu,660,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.21566623571846666
398,20038,52,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,209,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.2734237281504584
399,489,56,technician,married,basic.9y,no,yes,no,telephone,may,tue,174,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.18123043642447523
400,8677,42,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,141,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.2695544950964016
401,22412,44,services,married,basic.9y,no,yes,yes,cellular,aug,fri,83,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.26353506667782034
402,29098,33,blue-collar,married,basic.4y,no,no,no,cellular,apr,fri,95,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.49259158305905987
403,31439,47,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed,74,6,999,2,failure,-1.8,92.893,-46.2,1.334,5099.1,0,0.21248457952554992
404,18558,46,services,married,high.school,no,no,no,cellular,jul,thu,92,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.31004254719337615
405,30134,60,admin.,married,professional.course,no,yes,no,cellular,apr,thu,571,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.8296940389328608
406,9938,42,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,wed,201,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.26073569843958594
407,5548,44,services,married,high.school,no,yes,yes,telephone,may,mon,391,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.17925667149327518
408,39288,48,unemployed,married,university.degree,no,yes,no,cellular,mar,tue,279,1,999,2,failure,-1.8,93.369,-34.8,0.646,5008.7,1,0.8402601814022338
409,23435,40,admin.,divorced,high.school,no,yes,no,cellular,aug,wed,293,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.2711482390821557
410,3607,34,technician,married,professional.course,no,no,yes,telephone,may,fri,63,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.21004536447682404
411,11721,57,admin.,married,university.degree,no,yes,no,telephone,jun,fri,27,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.24319605300986266
412,18488,42,management,married,basic.9y,no,no,no,cellular,jul,thu,114,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.3133780864820931
413,22008,29,admin.,single,university.degree,no,yes,yes,cellular,aug,wed,243,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.3027622603806377
414,25084,35,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,tue,134,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.3064206881536525
415,26080,29,admin.,married,university.degree,no,no,no,cellular,nov,wed,406,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.3441794788148781
416,13665,33,self-employed,married,basic.9y,no,no,no,cellular,jul,thu,356,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.35791726996459067
417,24232,38,technician,single,professional.course,no,yes,no,cellular,nov,mon,68,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.2897411026755464
418,31276,42,technician,married,university.degree,no,yes,no,cellular,may,wed,301,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.4197918278305141
419,2338,37,technician,single,university.degree,no,yes,no,telephone,may,tue,370,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.20095895642839093
420,37393,26,student,single,basic.9y,no,yes,no,cellular,aug,wed,182,1,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,1,0.9396477559329187
421,10230,32,technician,single,high.school,no,no,no,telephone,jun,mon,68,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,0.25139412234192293
422,2241,50,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,152,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.17106136311866027
423,7896,48,housemaid,married,basic.6y,no,yes,no,telephone,jun,mon,425,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.24125677304841522
424,12566,50,management,married,university.degree,no,yes,no,cellular,jul,mon,236,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.3233198828306878
425,15297,27,blue-collar,divorced,high.school,no,no,no,cellular,jul,thu,193,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0.4038927139380852
426,26109,30,blue-collar,married,basic.4y,no,yes,no,cellular,nov,wed,193,5,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.26882348026494934
427,24228,39,unemployed,married,basic.9y,no,yes,no,cellular,nov,mon,151,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.26651445141914504
428,25955,39,admin.,married,university.degree,no,yes,no,cellular,nov,wed,171,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,0.25516924106900196
429,37157,59,retired,divorced,university.degree,no,yes,yes,cellular,aug,wed,526,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,0.825907090645845
430,17511,40,unemployed,married,basic.9y,no,yes,no,cellular,jul,mon,68,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.328500151257568
431,28740,31,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,257,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0,0.44982718879882994
432,41034,33,services,single,high.school,no,yes,no,cellular,oct,mon,182,1,6,1,success,-1.1,94.601,-49.5,1.032,4963.6,1,0.9405038474773117
433,35737,38,technician,single,professional.course,no,yes,no,cellular,may,mon,202,3,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,0.4934910846326077
434,16881,37,blue-collar,single,basic.9y,no,no,no,cellular,jul,thu,211,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.35598307143796953
435,23732,51,blue-collar,married,professional.course,no,no,yes,cellular,aug,thu,17,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.27698938307128496
436,15382,36,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,225,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.34927952597448164
437,36757,35,services,single,university.degree,no,no,no,cellular,jun,tue,67,2,999,1,failure,-2.9,92.963,-40.8,1.286,5076.2,0,0.6665883109680321
438,1716,32,blue-collar,married,high.school,no,yes,no,telephone,may,fri,109,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.19427532821465218
439,28253,43,admin.,single,high.school,no,no,no,cellular,apr,tue,216,2,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,0,0.4684844649809851
440,21155,34,unemployed,married,university.degree,no,yes,no,cellular,aug,mon,452,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.2653150389947542
441,10501,37,technician,single,university.degree,no,yes,yes,telephone,jun,tue,43,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.25203055890908926
442,2146,51,technician,married,professional.course,no,yes,yes,telephone,may,mon,246,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.19102097631652454
443,31344,31,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,150,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.3960077952039546
444,31703,38,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,259,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.38334305231194876
445,29307,37,technician,divorced,high.school,no,no,yes,telephone,apr,fri,318,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.3843291796636496
446,6361,28,admin.,single,high.school,no,no,no,telephone,may,tue,110,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.2131989215106502
447,31019,41,blue-collar,married,basic.6y,no,no,no,cellular,may,tue,278,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.41464802859152783
448,25923,37,admin.,single,university.degree,no,yes,yes,cellular,nov,wed,160,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.34336698700913465
449,21821,31,admin.,single,university.degree,no,no,no,cellular,aug,wed,295,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.3343950862287891
450,17290,42,admin.,married,university.degree,no,no,yes,cellular,jul,fri,400,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.3563534191067713
451,28452,42,admin.,single,professional.course,no,yes,no,cellular,apr,tue,251,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,0,0.6485460511100872
452,39543,33,admin.,married,university.degree,no,no,no,cellular,apr,thu,157,6,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,0,0.8469907047177518
453,2528,27,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,297,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.19427532821465218
454,622,35,technician,married,professional.course,no,no,no,telephone,may,tue,262,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.19498179181258324
455,36290,43,admin.,married,high.school,no,yes,no,cellular,jun,mon,153,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0,0.7688498186081585
456,27603,46,housemaid,married,university.degree,no,yes,no,cellular,nov,fri,82,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.2892675276974683
457,10811,31,blue-collar,married,basic.9y,no,no,yes,telephone,jun,wed,245,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.2966086846686717
458,17094,28,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,75,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.392102836143001
459,17336,59,admin.,divorced,high.school,no,yes,yes,cellular,jul,mon,44,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.4014805496720864
460,14542,48,unemployed,married,university.degree,no,no,no,cellular,jul,tue,277,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.34999245754246744
461,31386,51,blue-collar,married,basic.9y,no,yes,yes,cellular,may,wed,220,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.39184963875356293
462,768,38,technician,married,basic.9y,no,no,no,telephone,may,wed,162,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.19231504677890052
463,19488,30,student,single,university.degree,no,yes,yes,cellular,aug,thu,358,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.28126156970216204
464,32345,37,blue-collar,married,high.school,no,yes,no,cellular,may,fri,142,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.38334305231194876
465,4332,40,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,380,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.20122760165642598
466,18390,48,services,married,professional.course,no,yes,no,cellular,jul,thu,55,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.18680752703105055
467,26107,37,management,married,university.degree,no,no,yes,cellular,nov,wed,307,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.33609610919279737
468,38980,60,retired,married,university.degree,no,yes,no,cellular,dec,fri,55,2,999,0,nonexistent,-3.0,92.713,-33.0,0.718,5023.5,0,0.8289460315795121
469,17877,34,admin.,single,university.degree,no,no,no,telephone,jul,tue,143,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.2835054897194324
470,9558,39,services,married,high.school,no,yes,yes,telephone,jun,mon,149,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.21389085494154653
471,20383,29,technician,single,professional.course,no,no,no,cellular,aug,tue,168,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.3599390589252154
472,39883,28,management,single,university.degree,no,yes,no,cellular,jun,thu,383,1,22,1,success,-1.7,94.055,-39.8,0.729,4991.6,1,0.8861495951745743
473,4368,45,services,married,high.school,no,yes,no,telephone,may,tue,869,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.1780132154234824
474,29062,42,admin.,single,university.degree,no,no,no,telephone,apr,fri,82,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.4390474896368826
475,6850,27,technician,married,professional.course,no,no,no,telephone,may,wed,148,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.20349090429564132
476,32355,45,technician,single,university.degree,no,no,no,cellular,may,fri,272,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,0.32101116736618757
477,18126,32,blue-collar,single,university.degree,no,yes,yes,cellular,jul,wed,126,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.40403875391053834
478,39125,51,blue-collar,married,professional.course,no,yes,no,cellular,dec,wed,241,3,999,0,nonexistent,-3.0,92.713,-33.0,0.7,5023.5,1,0.8487591541706623
479,7080,47,admin.,married,basic.4y,no,no,no,telephone,may,thu,175,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.21229750383355805
480,17509,48,technician,married,professional.course,no,yes,no,cellular,jul,mon,383,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.3351512684652713
481,8786,48,admin.,single,university.degree,no,yes,no,telephone,jun,thu,333,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.2515709117023353
482,6308,45,admin.,married,university.degree,no,yes,no,telephone,may,tue,99,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.16138925804625556
483,22897,33,technician,single,university.degree,no,no,no,cellular,aug,mon,198,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.28405769796138336
484,27897,28,admin.,single,university.degree,no,no,no,cellular,mar,wed,411,2,999,0,nonexistent,-1.8,92.843,-50.0,1.548,5099.1,1,0.8606742643278814
485,24467,38,technician,married,professional.course,no,yes,no,cellular,nov,mon,240,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,0.21932630983484713
486,36749,43,blue-collar,married,basic.6y,no,yes,no,cellular,jun,mon,131,4,999,1,failure,-2.9,92.963,-40.8,1.281,5076.2,1,0.6340853869145957
487,13050,55,retired,married,basic.6y,no,yes,no,telephone,jul,tue,554,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.2683650781406521
488,27395,32,admin.,single,university.degree,no,yes,no,cellular,nov,fri,718,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.3406794385155781
489,21039,35,technician,single,professional.course,no,yes,no,cellular,aug,thu,636,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.2816575383775796
490,40524,34,admin.,single,high.school,no,no,no,telephone,aug,fri,22,1,999,0,nonexistent,-1.7,94.027,-38.3,0.89,4991.6,0,0.6878675743445508
491,7879,29,technician,single,high.school,no,no,no,telephone,jun,mon,193,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.2592533990003457
492,19188,48,blue-collar,married,professional.course,no,yes,no,cellular,aug,tue,996,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.16897292044916157
493,9719,26,blue-collar,single,high.school,no,no,no,telephone,jun,mon,108,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.26035172350102526
494,36439,40,admin.,married,university.degree,no,yes,no,cellular,jun,tue,192,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.8118098390421827
495,4815,37,management,married,university.degree,no,no,no,telephone,may,wed,57,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.22905518758171614
496,17491,48,services,married,high.school,no,no,no,cellular,jul,mon,157,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.3362311279291464
497,7042,24,student,married,university.degree,no,no,no,telephone,may,thu,691,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.2388110878212872
498,38854,25,admin.,single,university.degree,no,yes,no,telephone,nov,mon,107,2,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,0,0.7866001977429387
499,37105,26,admin.,single,university.degree,no,no,yes,cellular,jul,tue,148,4,999,0,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,0,0.8244814957565829
500,10584,31,blue-collar,married,basic.6y,no,yes,yes,telephone,jun,tue,105,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.2646667336477631
501,17425,50,management,divorced,university.degree,no,no,no,telephone,jul,mon,130,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.24126511455678126
502,36203,22,student,single,basic.9y,no,no,no,cellular,may,thu,85,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0,0.5837605334773949
503,25989,32,management,single,university.degree,no,no,yes,cellular,nov,wed,541,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.37518765686771266
504,4202,34,services,married,high.school,no,no,no,telephone,may,mon,298,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.212032562185476
505,10624,42,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,41,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.2449723440044119
506,30019,23,admin.,single,university.degree,no,yes,no,cellular,apr,wed,621,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.7156245528451796
507,30945,43,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,325,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.35870627306383807
508,9192,58,services,married,high.school,no,yes,yes,telephone,jun,fri,136,13,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.22290263114705525
509,40274,26,student,single,high.school,no,no,no,cellular,jul,tue,235,1,999,1,failure,-1.7,94.215,-40.3,0.893,4991.6,0,0.8267366157422239
510,25331,47,management,married,university.degree,no,no,no,telephone,nov,tue,195,3,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.2665679575181475
511,6241,25,admin.,married,high.school,no,no,no,telephone,may,tue,389,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.2037517019252135
512,21032,49,technician,divorced,professional.course,no,no,no,cellular,aug,thu,377,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.2724751101224197
513,15324,46,admin.,single,university.degree,no,no,no,cellular,jul,fri,142,10,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.34048231282198577
514,12958,53,retired,divorced,high.school,no,yes,no,cellular,jul,tue,84,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.3710620606110064
515,2715,34,admin.,single,high.school,no,yes,yes,telephone,may,wed,230,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.24256025332786618
516,39906,36,management,married,university.degree,no,no,no,cellular,jun,tue,522,1,6,2,success,-1.7,94.055,-39.8,0.737,4991.6,1,0.9574794277254894
517,39962,37,self-employed,married,university.degree,no,no,no,telephone,jun,mon,363,1,999,0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6,1,0.6243201535384293
518,29363,39,management,single,university.degree,no,no,no,cellular,apr,fri,952,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.4717884151644818
519,11808,40,technician,single,professional.course,no,yes,no,telephone,jun,fri,87,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.25289689524084447
520,33809,59,admin.,divorced,high.school,no,no,no,telephone,may,wed,157,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.35443333903426383
521,2926,27,student,single,university.degree,no,yes,no,telephone,may,wed,274,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.20136814436531308
522,4109,29,technician,single,university.degree,no,no,no,telephone,may,mon,104,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.22430685644264078
523,26315,32,blue-collar,divorced,university.degree,no,yes,no,telephone,nov,thu,59,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.28496541926455016
524,624,30,blue-collar,single,high.school,no,yes,yes,telephone,may,tue,201,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.20856464627173396
525,7992,41,admin.,married,high.school,no,no,no,telephone,jun,mon,56,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.23853378478798362
526,9828,29,admin.,single,university.degree,no,no,no,telephone,jun,wed,442,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.31482659493330106
527,38323,25,admin.,single,university.degree,no,yes,yes,cellular,oct,fri,115,1,999,1,failure,-3.4,92.431,-26.9,0.739,5017.5,1,0.7610288400306887
528,31400,27,technician,single,university.degree,no,yes,yes,cellular,may,wed,754,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1,0.46947164745174647
529,4605,41,technician,divorced,basic.4y,no,yes,no,telephone,may,tue,270,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.17278648150519893
530,4415,43,blue-collar,married,basic.4y,no,yes,yes,telephone,may,tue,547,7,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.1392322382338313
531,15193,55,housemaid,divorced,basic.9y,no,no,no,cellular,jul,thu,139,5,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0.36758200491981363
532,4262,41,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,216,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.1873584611411216
533,33071,46,technician,divorced,professional.course,no,no,no,cellular,may,mon,927,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.42180997591046365
534,20184,33,technician,single,high.school,no,yes,yes,cellular,aug,mon,102,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.27488397362740863
535,35625,44,management,single,high.school,no,no,no,cellular,may,mon,184,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.5471476104582508
536,13032,30,admin.,married,university.degree,no,yes,yes,telephone,jul,tue,212,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.2612362727371516
537,33761,38,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,272,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.44252632219626997
538,10607,38,blue-collar,married,basic.9y,no,yes,no,telephone,jun,tue,156,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.22810938348277443
539,10723,43,technician,married,professional.course,no,yes,no,telephone,jun,tue,41,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.23539819641537987
540,26492,46,entrepreneur,married,high.school,no,yes,no,cellular,nov,thu,23,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.2987672806325057
541,21587,40,admin.,married,high.school,no,yes,no,cellular,aug,tue,195,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.2647300916232926
542,4569,49,admin.,single,high.school,no,no,no,telephone,may,tue,363,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.19470203408997927
543,28824,31,blue-collar,married,basic.9y,no,no,no,cellular,apr,thu,104,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0,0.4638339842669766
544,19658,57,admin.,single,university.degree,no,no,no,cellular,aug,thu,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.25754128547643174
545,4847,58,blue-collar,married,high.school,no,yes,no,telephone,may,wed,836,12,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.214855582943415
546,7115,35,technician,single,basic.6y,no,no,no,telephone,may,thu,332,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.2402781220692197
547,34257,36,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,113,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.48865775035782755
548,9932,36,technician,married,professional.course,no,no,no,telephone,jun,wed,183,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.26437106992845183
549,4114,52,entrepreneur,married,university.degree,no,no,no,telephone,may,mon,44,39,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.08677413372139349
550,33951,24,student,single,high.school,no,yes,no,cellular,may,wed,290,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,0.3900441789294626
551,27475,51,admin.,married,university.degree,no,yes,yes,cellular,nov,fri,175,3,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,0.23261149785251886
552,27834,37,unemployed,single,university.degree,no,yes,no,cellular,mar,fri,432,1,999,0,nonexistent,-1.8,92.843,-50.0,1.64,5099.1,0,0.8381798570719349
553,20244,52,technician,married,professional.course,no,yes,no,telephone,aug,mon,93,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.3165415816239586
554,31911,30,entrepreneur,divorced,basic.6y,no,no,no,cellular,may,thu,422,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.46317445246299305
555,33799,33,services,married,high.school,no,yes,no,cellular,may,wed,1512,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1,0.3327040362327687
556,486,32,admin.,single,university.degree,no,no,no,telephone,may,tue,215,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.22267182612657457
557,11432,40,management,married,high.school,no,yes,no,telephone,jun,fri,170,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.22810938348277443
558,34374,39,admin.,married,high.school,no,no,no,cellular,may,thu,76,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.5027687255987245
559,34559,28,admin.,married,high.school,no,no,no,cellular,may,thu,430,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.5339778227905734
560,25874,34,blue-collar,single,basic.9y,no,no,no,cellular,nov,wed,127,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,0.26310906699385705
561,15278,24,technician,single,basic.6y,no,no,no,telephone,jul,thu,207,10,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0.3430211401614728
562,26455,30,technician,single,professional.course,no,yes,no,cellular,nov,thu,78,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.326121597036114
