,index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Deposit,Proba guess
432,32991,37,admin.,married,high.school,no,no,no,telephone,may,mon,193,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.47807250671783097
433,4074,48,services,married,high.school,no,yes,yes,telephone,may,mon,115,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.47400392656219403
434,18946,41,technician,divorced,professional.course,no,yes,no,cellular,aug,mon,182,3,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,0.8031633421141696
435,5794,36,admin.,married,high.school,no,no,no,telephone,may,mon,76,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.40239251985773583
436,11499,47,services,married,basic.6y,no,no,no,telephone,jun,fri,108,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.904686160343623
437,26650,30,unemployed,married,university.degree,no,no,no,cellular,nov,thu,125,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.037061047954035864
438,26610,53,self-employed,divorced,professional.course,no,yes,no,cellular,nov,thu,73,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.7738743427204187
439,37601,72,retired,divorced,basic.4y,no,no,no,cellular,aug,mon,152,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,0,0.12564138113773882
440,6396,29,services,divorced,high.school,no,yes,no,telephone,may,tue,50,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.6185135669120855
441,29238,33,technician,single,high.school,no,no,no,cellular,apr,fri,124,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.010364261335231939
442,34886,53,services,married,university.degree,no,no,no,cellular,may,fri,136,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.538627282576347
443,13860,35,admin.,married,high.school,no,yes,yes,cellular,jul,fri,283,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0030179566195963625
444,39454,48,admin.,married,university.degree,no,yes,no,cellular,apr,thu,141,1,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,1,0.9511937854902045
445,28799,46,self-employed,divorced,basic.9y,no,yes,no,cellular,apr,thu,453,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,0.905402033702778
446,5152,39,admin.,married,high.school,no,yes,yes,telephone,may,fri,202,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.7959669419422694
447,40586,60,retired,married,university.degree,no,no,no,cellular,sep,thu,529,2,6,1,success,-1.1,94.199,-37.5,0.884,4963.6,1,0.9152743199147875
448,24998,35,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,35,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.14555823115839706
449,26510,44,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,107,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.15773006987053328
450,19897,29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,142,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.187631672902434
451,29374,31,student,single,high.school,no,yes,no,cellular,apr,fri,756,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.6224959022999211
452,27212,40,management,married,high.school,no,no,yes,cellular,nov,fri,105,5,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,0.9058094960083019
453,25884,42,unemployed,divorced,high.school,no,yes,no,cellular,nov,wed,166,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.9899551783590737
454,34846,37,admin.,single,high.school,no,yes,no,telephone,may,fri,26,6,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.7111224587658159
455,34981,53,services,married,basic.6y,no,no,no,cellular,may,fri,101,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.7318004091422953
456,41086,50,blue-collar,divorced,professional.course,no,yes,no,cellular,nov,tue,137,2,9,3,success,-1.1,94.767,-50.8,1.049,4963.6,0,0.9092932045442544
457,20440,31,unemployed,single,university.degree,no,no,no,cellular,aug,tue,85,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.4008737323711209
458,21903,31,technician,single,university.degree,no,yes,no,cellular,aug,wed,136,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.24985068022503676
459,40743,35,admin.,married,university.degree,no,yes,no,telephone,sep,wed,7,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,0,0.17343017078712286
460,35078,33,admin.,single,high.school,no,no,no,cellular,may,fri,16,9,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.119457050333729
461,5560,41,admin.,single,high.school,no,no,yes,telephone,may,mon,111,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.8126105880328287
462,30776,45,technician,divorced,university.degree,no,yes,no,cellular,may,tue,298,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.14679237341724316
463,3483,27,technician,single,professional.course,no,no,no,telephone,may,thu,124,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.2642974827269007
464,8265,43,blue-collar,married,basic.9y,no,no,yes,telephone,jun,tue,75,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.8190891786335308
465,36862,40,unemployed,single,basic.4y,no,no,no,cellular,jun,tue,459,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,0,0.31058725179421
466,29343,33,services,single,high.school,no,yes,no,cellular,apr,fri,73,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.9824174492929428
467,17393,45,admin.,divorced,university.degree,no,yes,yes,cellular,jul,mon,340,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.2666387021516352
468,3332,42,admin.,single,university.degree,no,no,no,telephone,may,thu,236,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.5336533449712114
469,31751,43,admin.,single,high.school,no,yes,no,cellular,may,thu,304,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.31446701118584963
470,7878,38,technician,married,basic.9y,no,no,no,telephone,jun,mon,59,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.9107728311738374
471,40946,60,retired,married,basic.4y,no,yes,no,cellular,oct,wed,357,2,999,1,failure,-1.1,94.601,-49.5,0.985,4963.6,0,0.36655664385123443
472,24665,33,student,single,high.school,no,no,no,cellular,nov,mon,288,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.43359232727316455
473,4197,58,blue-collar,divorced,basic.9y,no,no,no,telephone,may,mon,467,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.5122926922783614
474,10457,49,management,married,high.school,no,yes,no,telephone,jun,mon,26,18,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,0.9388864773697133
475,38824,77,retired,married,basic.9y,no,yes,no,cellular,nov,fri,381,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,1,0.030949006271150714
476,32770,34,technician,married,basic.9y,no,yes,no,cellular,may,mon,95,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.7168786636316892
477,23907,38,technician,single,university.degree,no,yes,no,cellular,aug,fri,239,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.8910189542923389
478,9667,32,services,married,high.school,no,no,no,telephone,jun,mon,98,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.027287223517468817
479,2345,33,blue-collar,divorced,basic.6y,no,yes,no,telephone,may,tue,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.5220512472525107
480,21641,35,management,married,university.degree,no,no,no,cellular,aug,tue,471,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.3259898117700253
481,19569,36,admin.,married,university.degree,no,yes,no,cellular,aug,thu,94,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.8594893208655858
482,26951,54,entrepreneur,divorced,university.degree,no,yes,yes,telephone,nov,thu,761,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.5585165509225178
483,9311,28,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,167,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.6902278681627478
484,24389,50,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,249,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.45285349995153745
485,29306,35,admin.,single,high.school,no,no,no,cellular,apr,fri,146,2,5,2,success,-1.8,93.075,-47.1,1.405,5099.1,0,0.6283090375213571
486,22471,37,self-employed,married,university.degree,no,yes,yes,cellular,aug,fri,139,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.2900968516874258
487,13337,26,management,single,university.degree,no,yes,no,cellular,jul,wed,124,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.009348577966515781
488,21760,58,admin.,married,university.degree,no,yes,yes,cellular,aug,tue,103,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.5767559349870908
489,5366,44,admin.,married,university.degree,no,yes,no,telephone,may,fri,124,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3114442141324628
490,38005,75,retired,married,basic.9y,no,no,no,cellular,sep,tue,191,1,999,1,failure,-3.4,92.379,-29.8,0.788,5017.5,1,0.5172675985011298
491,12336,26,admin.,single,high.school,no,yes,no,telephone,jul,fri,678,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,0.9164058530538978
492,40444,55,housemaid,single,university.degree,no,yes,no,telephone,aug,tue,11,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,0,0.426474788501396
493,24348,31,blue-collar,married,basic.9y,no,no,yes,cellular,nov,mon,213,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.2473960366023854
494,15646,32,technician,married,professional.course,no,no,no,cellular,jul,mon,203,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.37129376127905445
495,8361,34,admin.,married,university.degree,no,no,no,telephone,jun,tue,133,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.9318611166365406
496,34299,34,management,married,university.degree,no,no,no,cellular,may,thu,11,8,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.9368683813090937
497,20534,41,technician,married,professional.course,no,yes,no,cellular,aug,tue,127,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.8443299485657132
498,11761,30,admin.,divorced,high.school,no,no,no,telephone,jun,fri,13,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.9202065143056605
499,8506,46,blue-collar,married,professional.course,no,no,no,telephone,jun,wed,1138,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.22790028995131695
500,12611,38,housemaid,single,basic.4y,no,no,no,cellular,jul,mon,457,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.08748220955359087
501,35225,44,blue-collar,married,high.school,no,yes,no,cellular,may,fri,223,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.22730973628468876
502,14732,38,self-employed,married,professional.course,no,no,no,cellular,jul,wed,350,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.31437661611405043
503,13340,45,technician,married,professional.course,no,yes,no,cellular,jul,wed,160,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.17476587635631158
504,3616,24,services,married,high.school,no,no,no,telephone,may,fri,122,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.6070941619724605
505,28369,28,services,single,high.school,no,no,no,cellular,apr,thu,528,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0,0.41358641500116133
506,24106,48,admin.,married,high.school,no,no,no,telephone,nov,wed,24,1,999,0,nonexistent,-0.1,93.2,-42.0,4.286,5195.8,0,0.8163515118272141
507,22646,31,technician,divorced,high.school,no,no,no,cellular,aug,fri,129,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.18513039826903066
508,14455,32,management,divorced,university.degree,no,no,no,cellular,jul,tue,131,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.7018765297563104
509,24169,41,admin.,married,high.school,no,yes,no,cellular,nov,mon,353,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.24035562484913886
510,6470,32,admin.,single,university.degree,no,no,no,telephone,may,wed,674,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.5742190888408597
511,35843,45,admin.,married,basic.9y,no,yes,no,cellular,may,fri,271,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,0.34898759722078887
512,22611,53,self-employed,married,basic.9y,no,yes,yes,cellular,aug,fri,1241,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.05696439948283272
513,12330,53,blue-collar,married,basic.4y,no,yes,no,telephone,jul,fri,134,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,0.22881367096037586
514,15282,35,unemployed,divorced,basic.9y,no,no,no,cellular,jul,thu,169,7,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0.6641025553547935
515,39251,31,self-employed,married,professional.course,no,yes,no,cellular,mar,thu,171,4,999,3,failure,-1.8,93.369,-34.8,0.65,5008.7,1,0.4972500933605313
516,26405,32,technician,single,university.degree,no,no,no,cellular,nov,thu,26,1,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.5190159840736788
517,17679,49,blue-collar,divorced,basic.6y,no,yes,no,cellular,jul,mon,786,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.1747201501089225
518,20192,36,housemaid,married,basic.6y,no,no,no,cellular,aug,mon,104,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.5707158515462564
519,9363,35,admin.,single,basic.6y,no,yes,yes,telephone,jun,fri,613,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.99675342520821
520,22730,29,admin.,single,university.degree,no,yes,no,cellular,aug,mon,109,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.8168351087916219
521,15360,27,admin.,single,university.degree,no,no,no,cellular,jul,fri,149,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.5943726238309778
522,24394,35,blue-collar,married,professional.course,no,yes,no,cellular,nov,mon,345,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.9759890683309049
523,2190,39,services,married,professional.course,no,no,no,telephone,may,mon,221,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.9015625846693213
524,24503,48,management,married,high.school,no,yes,yes,cellular,nov,mon,323,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.5956079336026455
525,20924,34,technician,single,university.degree,no,yes,no,cellular,aug,thu,812,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.032426325314457105
526,8478,56,unemployed,married,high.school,no,no,no,telephone,jun,tue,197,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.09357709581748075
527,8160,41,management,married,high.school,no,no,no,telephone,jun,tue,200,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.06537171504222639
528,25258,56,technician,single,professional.course,no,yes,no,cellular,nov,tue,116,6,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.4517331486914753
529,35807,47,services,divorced,high.school,no,yes,no,cellular,may,mon,953,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.37543483316785775
530,26705,30,self-employed,single,university.degree,no,yes,no,cellular,nov,thu,311,3,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.9753500342702865
531,15329,31,self-employed,single,university.degree,no,yes,no,cellular,jul,fri,85,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.1679832931996149
532,39730,77,retired,divorced,basic.4y,no,no,no,cellular,may,tue,393,1,999,0,nonexistent,-1.8,93.876,-40.0,0.697,5008.7,1,0.9727875919326552
533,19852,44,services,married,high.school,no,yes,yes,cellular,aug,fri,324,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.7674748688630131
534,20996,47,admin.,married,high.school,no,yes,yes,cellular,aug,thu,3322,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.8242378396244978
535,39152,33,admin.,married,university.degree,no,yes,no,cellular,mar,wed,235,3,4,1,success,-1.8,93.369,-34.8,0.655,5008.7,1,0.6326158167779973
536,954,36,housemaid,divorced,basic.9y,no,no,no,telephone,may,wed,179,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.668732770206732
537,1524,29,admin.,single,university.degree,no,no,no,telephone,may,thu,141,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.47688233352119336
538,22829,39,admin.,married,university.degree,no,yes,yes,cellular,aug,mon,116,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.013136356923072245
539,39637,58,admin.,married,high.school,no,yes,no,cellular,may,wed,309,1,6,1,success,-1.8,93.876,-40.0,0.682,5008.7,1,0.3530060855418248
540,16823,44,admin.,married,university.degree,no,yes,no,cellular,jul,thu,604,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.49207180149355845
541,6547,48,admin.,divorced,high.school,no,yes,no,telephone,may,wed,507,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.7300912110901043
542,6309,35,admin.,married,basic.9y,no,no,no,telephone,may,tue,34,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4686283427461092
543,15153,36,technician,single,professional.course,no,no,no,cellular,jul,thu,54,4,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0.4574049160894317
544,5115,49,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,504,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.13766274094560316
545,27368,55,technician,married,professional.course,no,no,no,cellular,nov,fri,182,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,0.01088873380347899
546,8898,55,retired,married,professional.course,no,yes,no,telephone,jun,thu,147,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.7582782604769962
547,2291,28,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,49,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.3199528380776784
548,22288,39,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,381,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.9843834501935107
549,10459,41,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,14,20,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,0.220234226159156
550,571,36,technician,married,professional.course,no,no,no,telephone,may,tue,155,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.33870802548167966
551,23500,30,technician,single,university.degree,no,no,no,cellular,aug,thu,110,3,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.5238961356661317
552,26949,55,admin.,married,basic.9y,no,yes,yes,cellular,nov,thu,430,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.7548914570605327
553,24536,35,management,married,basic.9y,no,yes,no,cellular,nov,mon,171,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.46385778390029564
554,10762,30,blue-collar,married,basic.4y,no,no,no,telephone,jun,tue,89,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.12482254311167629
555,20533,36,admin.,single,university.degree,no,yes,no,cellular,aug,tue,1344,7,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.3125013784920495
556,13024,31,admin.,single,high.school,no,no,no,cellular,jul,tue,21,35,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.5045191697009946
557,21563,54,blue-collar,married,basic.4y,no,no,yes,cellular,aug,tue,299,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.6738490080168676
558,3391,41,admin.,single,basic.9y,no,yes,no,telephone,may,thu,103,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.7701499563120922
559,28240,40,services,married,high.school,no,yes,no,cellular,apr,tue,158,2,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0,0.13033578095435427
560,5316,32,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,165,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.022915131322381765
561,22915,50,services,married,high.school,no,yes,no,cellular,aug,mon,54,15,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.5190823222119895
562,8825,45,admin.,married,basic.9y,no,yes,no,telephone,jun,thu,60,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.8099887106624163
563,10862,34,services,married,basic.9y,no,no,no,telephone,jun,wed,37,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.012603767029876312
564,34008,33,admin.,married,university.degree,no,yes,yes,cellular,may,wed,44,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,0.6724698446537339
565,10930,33,admin.,married,university.degree,no,yes,no,telephone,jun,wed,379,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.6868082266569918
566,2494,39,admin.,married,high.school,no,yes,no,telephone,may,tue,514,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.44924675358663757
567,36455,58,retired,divorced,high.school,no,yes,no,cellular,jun,tue,145,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0,0.9147886867419343
568,21211,52,housemaid,married,basic.4y,no,no,no,cellular,aug,mon,585,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.6443610847569929
569,19614,56,blue-collar,married,basic.4y,no,no,yes,cellular,aug,thu,360,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.005239837651465851
570,34885,28,entrepreneur,married,basic.9y,no,no,no,cellular,may,fri,133,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.4844284455143756
571,18054,55,services,married,basic.9y,no,yes,no,cellular,jul,wed,219,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.8593178060976
572,38466,61,management,married,university.degree,no,no,no,cellular,oct,fri,56,4,999,0,nonexistent,-3.4,92.431,-26.9,0.73,5017.5,0,0.8303995700373394
573,16865,45,admin.,married,high.school,no,no,no,cellular,jul,thu,188,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.6491541971124779
574,9173,33,self-employed,married,basic.9y,no,no,no,telephone,jun,fri,330,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.6736984238986317
575,7986,49,technician,married,professional.course,no,no,no,telephone,jun,mon,147,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.5784995797892005
576,22451,30,admin.,single,high.school,no,no,no,cellular,aug,fri,254,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.27411977516685215
577,2211,37,admin.,married,high.school,no,yes,no,telephone,may,mon,166,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.5605299905360588
578,34339,38,services,married,high.school,no,yes,no,cellular,may,thu,532,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,0.6717297848174203
579,23453,50,management,married,professional.course,no,no,no,cellular,aug,wed,165,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.35242963021640883
580,27152,38,blue-collar,single,basic.6y,no,yes,yes,cellular,nov,fri,202,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.8558283672539277
581,25602,43,services,divorced,high.school,no,no,no,cellular,nov,wed,466,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.1950374860087073
582,2398,41,technician,married,professional.course,no,no,no,telephone,may,tue,92,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.7473208103319232
583,17049,49,admin.,divorced,high.school,no,no,no,cellular,jul,fri,203,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.2896027461868774
584,8481,36,admin.,married,university.degree,no,yes,no,telephone,jun,tue,120,11,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.773799287244182
585,33376,42,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,439,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.4277373293360762
586,26768,40,blue-collar,single,basic.9y,no,yes,yes,cellular,nov,thu,426,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.8076984091122095
587,31220,39,blue-collar,single,basic.4y,no,no,no,cellular,may,wed,1079,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.3535348626679904
588,38511,33,services,single,high.school,no,yes,no,cellular,oct,tue,189,2,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,0,0.21369323762958115
589,9092,54,retired,married,professional.course,no,yes,no,telephone,jun,fri,40,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.7672845084217665
590,30830,32,technician,married,high.school,no,yes,no,cellular,may,tue,67,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.3086419476306511
591,6944,40,technician,married,basic.9y,no,yes,no,telephone,may,thu,74,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.7332450677264275
592,39822,47,blue-collar,married,basic.9y,no,no,no,cellular,jun,tue,544,1,999,0,nonexistent,-1.7,94.055,-39.8,0.713,4991.6,0,0.7444731530777321
593,33650,53,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,320,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.22139670090820107
594,30414,56,entrepreneur,married,university.degree,no,yes,no,cellular,apr,thu,266,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.21411213682064845
595,18404,56,technician,divorced,university.degree,no,no,no,cellular,jul,thu,384,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.1989479234270667
596,27745,44,management,married,basic.6y,no,yes,yes,cellular,mar,thu,218,1,999,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1,0,0.14251833776584466
597,36559,57,housemaid,divorced,high.school,no,no,yes,telephone,jun,wed,230,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.3770825992073341
598,26902,47,admin.,married,high.school,no,no,no,cellular,nov,thu,115,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.026627884691621473
599,11386,47,services,married,high.school,no,yes,no,telephone,jun,fri,177,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.11092036903424063
600,25981,57,management,married,university.degree,no,yes,no,cellular,nov,wed,589,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.6745640237634105
601,27069,29,services,single,high.school,no,yes,no,cellular,nov,fri,43,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.7997765368973863
