,index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,Predict Proba,Predict Proba RandGuess
832,18372,29,technician,married,university.degree,no,no,no,cellular,jul,thu,5,23,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0.06786345350553302,0.9604254082569398
833,7441,29,technician,married,professional.course,no,no,no,telephone,may,fri,210,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0.21927918099483804,0.1733811033815702
834,29342,46,management,married,university.degree,no,no,no,cellular,apr,fri,183,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0.45680037334180884,0.7143271461921451
835,17975,52,admin.,married,university.degree,no,yes,no,cellular,jul,tue,79,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0.3352275317968401,0.8549742069496755
836,13193,36,blue-collar,married,basic.6y,no,yes,no,telephone,jul,wed,16,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.2776386480757029,0.8712571625485086
837,1231,49,technician,married,professional.course,no,no,no,telephone,may,thu,269,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.18382461810994638,0.5200251936657484
838,33364,40,blue-collar,single,basic.4y,no,no,no,cellular,may,tue,218,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0.36010235824148407,0.549361114281272
839,27813,88,retired,divorced,basic.4y,no,yes,no,cellular,mar,wed,101,7,999,0,nonexistent,-1.8,92.843,-50.0,1.663,5099.1,0.788669030942457,0.29421090352753065
840,34127,34,technician,single,professional.course,no,no,no,cellular,may,wed,62,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0.44563149387449824,0.8566285196172566
841,33215,50,blue-collar,divorced,basic.4y,no,yes,no,cellular,may,tue,703,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0.3906067442075382,0.7622821674545412
842,26602,52,self-employed,single,professional.course,no,no,yes,cellular,nov,thu,139,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0.3023292808674655,0.513364420485435
843,28375,44,management,divorced,university.degree,no,yes,no,cellular,apr,thu,207,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,0.6171049870034477,0.5029823616329119
844,21021,50,technician,single,university.degree,no,yes,no,cellular,aug,thu,350,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0.2772434867366359,0.9194595768301081
845,6904,59,admin.,married,university.degree,no,no,yes,telephone,may,thu,155,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0.18921635671408749,0.5608895424808314
846,29759,36,technician,married,basic.9y,no,yes,no,cellular,apr,mon,419,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0.3416750332576517,0.09384688164634813
847,22889,40,technician,married,professional.course,no,yes,no,cellular,aug,mon,256,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0.2897416564529339,0.10817430310686216
848,23816,29,technician,single,university.degree,no,yes,no,cellular,aug,fri,41,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0.30349543730207434,0.7666165146222466
849,25653,35,technician,married,university.degree,no,yes,no,cellular,nov,wed,108,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0.33431489966368433,0.5258312344531159
850,22485,33,unemployed,married,university.degree,no,yes,yes,cellular,aug,fri,78,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0.29008053878352696,0.5563612685298263
851,9749,35,admin.,married,basic.9y,no,no,yes,telephone,jun,mon,271,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0.2347459128092087,0.4329216950118223
852,38709,34,technician,married,professional.course,no,yes,no,cellular,nov,tue,336,4,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,0.8426994258976261,0.022698382550542906
853,24848,30,services,married,basic.6y,no,no,no,cellular,nov,tue,340,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0.32675939424197614,0.803237163230779
854,15032,35,self-employed,married,university.degree,no,yes,no,cellular,jul,thu,628,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0.3488838188777218,0.38154170681857613
855,31242,46,services,single,high.school,no,yes,no,cellular,may,wed,193,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0.4117281872840964,0.4641936776391422
856,16246,43,entrepreneur,married,university.degree,no,yes,no,cellular,jul,tue,261,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0.3561137365996712,0.4407099093455875
857,37409,56,admin.,married,basic.9y,no,yes,no,cellular,aug,wed,73,1,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,0.9324653098231972,0.13370408422912905
858,32452,27,services,single,high.school,no,yes,no,cellular,may,fri,86,4,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0.4375666114306148,0.9632168860063304
859,27607,29,admin.,single,university.degree,no,yes,no,cellular,nov,fri,118,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0.2620354563364984,0.9594136529634331
860,32272,35,self-employed,single,university.degree,no,no,no,cellular,may,fri,1243,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0.4338913285997163,0.009774863163643732
861,37796,63,technician,married,basic.9y,no,no,no,cellular,aug,tue,47,1,999,1,failure,-2.9,92.201,-31.4,0.838,5076.2,0.7808388686970225,0.05456680738693209
862,39406,27,technician,single,professional.course,no,no,no,cellular,apr,tue,127,3,999,1,failure,-1.8,93.749,-34.6,0.638,5008.7,0.8401915428682974,0.38617672112586166
863,12577,33,blue-collar,married,basic.9y,no,no,yes,cellular,jul,mon,387,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0.3362388417206365,0.9817819768753037
864,31586,30,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,348,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0.4345039382649875,0.48179765241503913
865,14281,50,admin.,divorced,basic.9y,no,no,no,cellular,jul,mon,250,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.34977761056307377,0.9226627027907205
866,27980,30,services,single,high.school,no,yes,no,cellular,apr,wed,247,2,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,0.6474183052616002,0.3416970707347836
867,40244,42,services,single,university.degree,no,yes,no,cellular,jul,fri,513,1,999,2,failure,-1.7,94.215,-40.3,0.885,4991.6,0.828862368278599,0.49533273014685253
868,40212,62,retired,married,high.school,no,no,no,cellular,jul,tue,355,2,999,0,nonexistent,-1.7,94.215,-40.3,0.876,4991.6,0.8829384856562902,0.8288087316655988
869,6588,40,admin.,single,high.school,no,yes,no,telephone,may,wed,742,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.19470614787487464,0.6586184616708387
870,18127,44,technician,single,university.degree,no,yes,no,telephone,jul,wed,185,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0.2768186179755624,0.3065531045818892
871,1520,40,admin.,married,high.school,no,yes,no,telephone,may,thu,89,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.1746487279327863,0.4566466711798045
872,18536,38,services,married,high.school,no,no,no,cellular,jul,thu,145,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0.323141833379981,0.6241113497876898
873,35869,55,admin.,married,university.degree,no,no,no,cellular,may,fri,190,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,0.5428611250626586,0.40088473789291923
874,2459,49,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,813,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0.1873584611411216,0.19824841008873006
875,32203,32,student,single,university.degree,no,no,no,cellular,may,fri,209,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0.4574123092639425,0.2247540835702243
876,29774,48,services,divorced,high.school,no,no,no,cellular,apr,mon,124,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0.3673456910104999,0.7405931442945634
877,11017,28,technician,single,professional.course,no,yes,no,telephone,jun,wed,1195,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0.2867126496558758,0.21044365726730485
878,4102,36,blue-collar,single,basic.9y,no,no,no,telephone,may,mon,125,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.22698803279810556,0.18548536266629478
879,18576,29,technician,single,professional.course,no,yes,no,cellular,jul,thu,150,2,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0.4032649373458899,0.2872513097754188
880,3487,57,management,married,university.degree,no,yes,no,telephone,may,thu,278,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0.1878586349340442,0.9890484311774413
881,5417,44,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,358,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.1873584611411216,0.9914378990088919
882,23677,45,services,married,professional.course,no,yes,yes,cellular,aug,thu,65,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0.25750030185275946,0.47982020988623497
883,17847,48,services,married,high.school,no,yes,no,cellular,jul,tue,198,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0.32954937106449095,0.21801139085878063
884,36196,40,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,681,6,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0.26006072128399554,0.44340529743112567
885,28795,32,blue-collar,married,basic.4y,no,no,no,cellular,apr,thu,772,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0.4376959375114758,0.8829326829637345
886,9477,29,admin.,single,university.degree,no,yes,no,telephone,jun,mon,164,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0.2487895229624247,0.579656677967204
887,32490,52,services,married,high.school,no,no,yes,cellular,may,fri,38,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0.3930575853581031,0.9005936059457748
888,30185,40,admin.,married,university.degree,no,no,no,cellular,apr,thu,815,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0.7517761724509574,0.8803333523516331
889,35151,32,admin.,single,professional.course,no,no,yes,cellular,may,fri,6,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0.5618031517415273,0.8141665088176144
890,30222,35,management,married,university.degree,no,yes,no,cellular,apr,thu,878,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0.7475450567463625,0.8839354641184829
891,35017,30,entrepreneur,married,high.school,no,yes,yes,cellular,may,fri,485,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0.5636585439694871,0.5128856129600345
892,39169,34,technician,single,university.degree,no,no,no,cellular,mar,thu,251,1,999,2,failure,-1.8,93.369,-34.8,0.654,5008.7,0.8663573799492135,0.16881154712241875
893,12139,25,services,married,high.school,no,yes,no,telephone,jul,tue,479,9,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0.31652164311847103,0.7794815139071019
894,30821,54,self-employed,married,university.degree,no,no,yes,cellular,may,tue,388,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0.41108868484834726,0.9923646469239713
895,23695,53,management,married,university.degree,no,no,no,cellular,aug,thu,88,4,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0.27939578722492464,0.6622918737815047
896,26612,51,technician,married,professional.course,no,yes,no,cellular,nov,thu,123,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0.28991449719050194,0.24714440412568417
897,35683,36,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,98,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0.5124708563415308,0.92812420117956
898,4744,38,management,married,university.degree,no,yes,no,telephone,may,wed,290,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.2159776683328952,0.9237163858069408
899,40790,37,admin.,married,high.school,no,yes,no,cellular,sep,thu,155,1,999,1,failure,-1.1,94.199,-37.5,0.878,4963.6,0.8185205632369068,0.9240885534750105
900,6710,49,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,89,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.1847805773072792,0.662982590803226
901,8555,28,management,single,university.degree,no,no,no,telephone,jun,wed,361,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0.31975020993889186,0.938314875394292
902,26086,50,admin.,married,high.school,no,no,no,cellular,nov,wed,93,3,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0.23914625874283635,0.2327680603553024
903,15366,56,admin.,married,university.degree,no,yes,yes,cellular,jul,fri,383,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0.3443190806312764,0.5749927763120366
904,35486,31,admin.,married,university.degree,no,yes,yes,cellular,may,mon,173,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0.5260979669791825,0.9934016157544084
905,4213,42,management,married,basic.6y,no,yes,no,telephone,may,mon,3078,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.21041778459599475,0.9948754250402405
906,8805,52,management,divorced,university.degree,no,yes,yes,telephone,jun,thu,73,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0.2493293705831807,0.8009945889501091
907,9651,53,blue-collar,married,basic.4y,no,no,yes,telephone,jun,mon,340,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0.2291536370317092,0.5869776472935752
908,37004,43,entrepreneur,single,high.school,no,no,no,cellular,jul,mon,96,3,999,1,failure,-2.9,92.469,-33.6,1.048,5076.2,0.7462000926538558,0.6276742896099679
909,9297,46,self-employed,married,professional.course,no,yes,no,telephone,jun,fri,174,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0.25027203882857657,0.3923221008653901
910,11823,34,admin.,married,university.degree,no,yes,no,telephone,jun,fri,31,6,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0.23763826868478816,0.22271706037253514
911,32209,44,management,divorced,university.degree,no,no,no,cellular,may,fri,47,5,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0.4105278730986371,0.8965044076587136
912,14143,31,admin.,single,high.school,no,yes,no,telephone,jul,mon,120,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.25259060718027676,0.5850805111526224
913,33956,38,blue-collar,single,basic.6y,no,yes,yes,cellular,may,wed,309,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0.3662187283645037,0.35883854841071705
914,9467,49,admin.,single,high.school,no,yes,no,telephone,jun,fri,68,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0.23544784461443338,0.3273027035441207
915,25863,30,blue-collar,married,basic.4y,no,yes,no,cellular,nov,wed,126,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0.2837033626332715,0.1724538213568939
916,38500,30,technician,married,professional.course,no,yes,no,telephone,oct,tue,521,2,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,0.7601243099922594,0.1850473790337127
917,17969,46,admin.,married,university.degree,no,no,no,telephone,jul,tue,53,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0.25796060139150556,0.6676456269005245
918,16927,59,technician,married,basic.4y,no,yes,yes,cellular,jul,thu,709,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.39614964389213375,0.2863451904683745
919,22252,29,admin.,divorced,high.school,no,yes,no,cellular,aug,thu,119,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0.2919799411723477,0.31686328028628497
920,1776,60,technician,divorced,professional.course,no,yes,no,telephone,may,fri,57,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.26983477977855413,0.845088864075
921,23850,38,admin.,married,university.degree,no,no,no,cellular,aug,fri,103,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0.28727041620227717,0.09357891048732214
922,2763,33,unemployed,divorced,basic.9y,no,no,no,telephone,may,wed,1321,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0.24157649125229091,0.9491360319818208
923,18300,37,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,wed,184,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0.3453779673593872,0.41501652362324615
924,33731,34,blue-collar,single,high.school,no,yes,no,cellular,may,wed,39,1,10,1,success,-1.8,92.893,-46.2,1.281,5099.1,0.7724665524750949,0.8274491364623446
925,10232,38,blue-collar,married,professional.course,no,no,no,telephone,jun,mon,182,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0.23243425108191923,0.8239152626753682
926,2063,33,blue-collar,married,professional.course,no,no,no,telephone,may,mon,53,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.19298935049943977,0.6825184778660094
927,20594,36,technician,married,university.degree,no,yes,no,cellular,aug,tue,120,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0.34745074480088267,0.05279052791614858
928,3998,52,management,married,high.school,no,no,no,telephone,may,mon,31,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.21941291923394324,0.6547070552230349
929,33390,26,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,88,2,6,1,success,-1.8,92.893,-46.2,1.291,5099.1,0.7463697739113145,0.4465607991973308
930,13120,29,admin.,single,high.school,no,yes,no,cellular,jul,wed,1272,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.4023847332443229,0.31044100169478916
931,21786,33,admin.,single,university.degree,no,no,no,cellular,aug,wed,162,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0.3239827625363058,0.5188811051960751
932,40054,33,admin.,married,high.school,no,yes,yes,telephone,jul,wed,398,2,999,1,failure,-1.7,94.215,-40.3,0.802,4991.6,0.6512646118656071,0.664570191195091
933,12200,46,housemaid,married,basic.4y,no,yes,no,telephone,jul,wed,220,2,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,0.2712679314360006,0.3901043654905394
934,15192,26,housemaid,married,basic.4y,no,no,no,cellular,jul,thu,695,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0.36021065071125696,0.40884317651870117
935,11269,33,blue-collar,single,basic.9y,no,no,no,telephone,jun,thu,67,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0.2704115226006138,0.21540753264649048
936,8270,47,technician,single,professional.course,no,no,no,telephone,jun,tue,126,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0.2540616796142849,0.16647742269902144
937,14890,25,services,married,high.school,no,no,no,cellular,jul,wed,59,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0.43396572456823357,0.6227570505496496
938,24897,39,self-employed,married,university.degree,no,yes,no,cellular,nov,tue,122,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0.3004758965817543,0.9747246803642082
939,33773,24,student,single,high.school,no,no,no,cellular,may,wed,669,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0.39228251574127965,0.09809952960049884
940,6552,34,services,married,high.school,no,no,no,telephone,may,wed,63,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.2016664423665116,0.6569418833565224
941,21570,31,admin.,single,university.degree,no,yes,no,cellular,aug,tue,191,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0.30432207884093254,0.5996942391548635
942,2361,36,entrepreneur,married,university.degree,no,yes,no,telephone,may,tue,135,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0.20084814825361533,0.7476465566487642
943,19211,31,management,married,university.degree,no,no,yes,cellular,aug,wed,92,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.3901637604934303,0.31914052754060496
944,19391,36,technician,single,professional.course,no,no,no,cellular,aug,wed,275,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0.4147728141196278,0.26162346452769236
945,28158,58,retired,divorced,high.school,no,yes,no,cellular,apr,mon,75,2,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,0.5538277818908789,0.2871169165931394
946,29714,40,admin.,divorced,university.degree,no,yes,no,telephone,apr,mon,180,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0.3657781549530689,0.8378155785725417
947,29017,34,admin.,single,high.school,no,yes,no,cellular,apr,fri,183,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0.4174090123991026,0.8488243665381845
948,35529,37,blue-collar,married,professional.course,no,yes,no,cellular,may,mon,68,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0.5133073074599162,0.812765774680492
949,39713,34,admin.,married,university.degree,no,no,no,cellular,may,fri,145,1,999,2,failure,-1.8,93.876,-40.0,0.695,5008.7,0.8365261981411093,0.27860557375308204
950,9165,45,admin.,single,basic.9y,no,yes,no,telephone,jun,fri,172,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0.23544784461443338,0.3778407038884025
951,27889,29,blue-collar,single,basic.9y,no,yes,no,cellular,mar,tue,152,13,999,0,nonexistent,-1.8,92.843,-50.0,1.556,5099.1,0.5954472370491657,0.2902520280331884
952,19622,45,self-employed,married,basic.4y,no,no,no,cellular,aug,thu,65,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0.24658312978774685,0.6863693192599144
953,17045,43,admin.,married,basic.9y,no,no,no,cellular,jul,fri,72,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.35190705086788787,0.23511153981416688
954,34978,29,admin.,single,university.degree,no,yes,no,cellular,may,fri,104,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0.5721452353220003,0.7430355761874591
955,816,44,technician,single,basic.9y,no,yes,no,telephone,may,wed,231,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0.20173779441998527,0.7929449499187653
956,36767,22,technician,single,university.degree,no,yes,no,cellular,jun,fri,127,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0.8404935804375874,0.53335499370803
957,25934,53,entrepreneur,married,high.school,no,yes,no,cellular,nov,wed,21,10,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0.30500909280724287,0.17450965220742032
958,30815,33,admin.,single,high.school,no,yes,no,cellular,may,tue,659,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0.41765223278832636,0.2625253642237506
959,28993,41,blue-collar,married,basic.9y,no,no,yes,cellular,apr,fri,251,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0.39268712100439174,0.5672123977548608
960,26305,44,blue-collar,single,basic.6y,no,yes,no,cellular,nov,thu,39,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0.3176214403153007,0.7351465375884684
961,27486,50,retired,single,university.degree,no,yes,no,cellular,nov,fri,39,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0.32619329170279976,0.20083673345432373
962,4454,31,blue-collar,single,high.school,no,no,no,telephone,may,tue,170,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0.2131989215106502,0.6482104017582851
963,26343,44,management,married,university.degree,no,yes,no,cellular,nov,thu,176,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0.2893859616840433,0.9085997190945436
964,35640,32,admin.,married,high.school,no,no,no,cellular,may,mon,87,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0.5394610440823443,0.7322266047372283
965,13953,48,admin.,married,university.degree,no,yes,yes,cellular,jul,fri,154,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0.3352275317968401,0.8884169246131868
966,35822,25,unemployed,married,university.degree,no,no,no,cellular,may,mon,32,8,10,1,success,-1.8,92.893,-46.2,1.244,5099.1,0.29066329551322273,0.9587757328566517
967,7517,54,services,married,basic.9y,no,no,no,telephone,may,fri,270,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0.21749930819028196,0.27448243750476475
968,3818,51,retired,married,university.degree,no,yes,yes,telephone,may,fri,243,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0.21624319230541622,0.20804014490779732
969,26761,31,technician,single,professional.course,no,yes,no,cellular,nov,thu,16,9,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0.327108362246971,0.9006178397836161
970,20240,34,admin.,single,university.degree,no,yes,no,cellular,aug,mon,382,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0.2767405737296777,0.38951936808345444
971,1372,32,admin.,single,high.school,no,no,no,telephone,may,thu,155,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0.2131989215106502,0.10791267816669681
972,10873,56,retired,married,high.school,no,no,no,telephone,jun,wed,83,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0.2732562765932164,0.6234846977156419
973,2759,34,blue-collar,single,high.school,no,yes,yes,telephone,may,wed,257,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0.24256025332786618,0.47853379365092374
974,32315,49,blue-collar,married,basic.4y,no,yes,no,cellular,may,fri,87,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0.37543998897018466,0.19203546596990595
975,6717,52,blue-collar,single,basic.4y,no,no,no,telephone,may,wed,489,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0.18569575505794259,0.9161797257302735
976,24891,49,entrepreneur,married,professional.course,no,no,no,cellular,nov,tue,132,3,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0.31268264080946295,0.4798140651407462
977,39566,21,student,single,high.school,no,yes,no,cellular,apr,fri,551,1,999,0,nonexistent,-1.8,93.749,-34.6,0.663,5008.7,0.8870664824674307,0.9911769357261572
978,25890,34,management,single,high.school,no,yes,no,cellular,nov,wed,175,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0.33568738970158873,0.28130308669568704
979,15454,25,entrepreneur,single,basic.9y,no,no,no,cellular,jul,fri,130,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0.4249221620580087,0.05963081365990475
980,23503,37,technician,single,university.degree,no,no,no,cellular,aug,thu,146,2,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0.2772434867366359,0.9076426636515924
981,37543,39,technician,married,university.degree,no,yes,no,cellular,aug,fri,156,2,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,0.7872628757605779,0.2962427229765051
982,35237,30,services,single,high.school,no,yes,no,cellular,may,fri,187,11,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0.22539175612086887,0.9238036464001848
983,4909,38,technician,married,professional.course,no,no,no,telephone,may,wed,154,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0.21660499326455215,0.48461455231691297
984,28980,34,technician,divorced,professional.course,no,no,no,cellular,apr,fri,185,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0.5925993890267389,0.6933427525386705
985,6896,36,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,333,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0.23469006657274996,0.1162364772176403
986,30422,42,services,married,high.school,no,yes,no,cellular,apr,thu,501,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0.7026833849201112,0.2646061209254126
987,13181,30,admin.,married,high.school,no,yes,no,cellular,jul,wed,166,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0.3912725674878929,0.6788829057632292
988,11374,44,technician,married,professional.course,no,yes,no,telephone,jun,fri,189,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0.23539819641537987,0.9522767462374677
